Text,Sentiment
 mayfield psychiatric hospital.,neg
- me and my mom's cars were broken into.  I feel violated.,neg
 me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx,neg
 Me is bored. Someone IM me or somethin! AAHH.,neg
 me Perdi EL conCierto de the kooks  I fEll so baD,neg
--- Meagan Good Fansite ; FOLLOW US! ,pos
 meebo is awesome ,pos
" meeting fell through until next week, im thinking yoga and soup will cheer me up !",neg
 mega downpour... its go 45 mins to stop.... or no coaster for me.,neg
"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. ",pos
 Merisha got a scholarship!!!!,pos
 MIA my sinful hat.,neg
 Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^),pos
 miley didn't win best actress or whatever,neg
 mish is trying to get me into manga D,neg
- miss him so much . wish i had more time to spend wit him ,neg
 miss you,pos
 Miss You Nath. xx,neg
 missing all time low...,neg
 missing the Evelyn....she is out having a good time....good for her! good night good folks....,neg
 mm alright,neg
- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night ,pos
 modern history homework... siiigh,neg
 mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x,neg
- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?  ,neg
 More Star Wars humor: http://bit.ly/4fuAN,pos
 Morning. Media Exam. x,pos
 MOT didnt go v.well,neg
 moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.,pos
 must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?,neg
- my aching body ,neg
 my adopt-a-puppy http://yfrog.com/9wddej,pos
" My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder",pos
 my arm burns,neg
 my back is killing me! my damn chest needs to be reduced asap! ugh! ,neg
 my back really hurts,neg
 My boyfriend is gay.,neg
"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... ",neg
 my bro isnt here yet!!!! what to do????,neg
 my brother left me for the day now I am here by myself,neg
 my coffee went cold,neg
 I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!,neg
 i just received my G8 viola exam.. and its... well... .. disappointing.. :\..,neg
 i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.,neg
 i just saw a bunny outside and i thought it was my cat. I hate this.,neg
" I just saw a huge spider crawling on my wall, then it went behind my bed!!",neg
 I just saw a squished kitty outside my gate....I feel sad...,neg
 I just saw the hottest thing ever,pos
 i just wanna cry... I have so much work 2 do ,neg
 I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n pos of my nostrils &amp; my throat is dry.. :***-(,neg
 I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!,pos
" i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!",neg
 I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com,neg
 i kinda wanna go back out. womp womp,neg
 i knew it you hated me all along &lt;/3,neg
" i know i'm a syllable whore, sorry but i did it on purpose.....",pos
 i know longer feel the same for you &lt;/3,neg
 i laid down for a little bit and fell asleep. So much for the movies......,neg
 I left my phone @lserposnegposloser house,neg
 i left my yearbook at home!,neg
" i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha",pos
 I like it when things work like they should. I was expecting this upgrade to break something bigtime.,pos
 i like katie wirth without brendon tooo,neg
 I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!,neg
 I like you so much better when you're naked.,pos
- i loove the songs of david archuleta .. ,pos
" I love getting off work , and smelling the scent after it rains! the best &lt;333",pos
 I love it tho lol ? http://blip.fm/~78nrn,neg
" i love my fly with me friends, @guyjbfanforlife and @taylavision_",pos
 i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha,pos
" I love you, daddy.",pos
 i love you. *you know who you are*,pos
 i love you. Jef ivey is a bastard. Save me!,pos
 I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before pos947.,pos
 i might get in trouble for this. but Abby doesn't count....,pos
" I miss @nevamk, too. Let's play.",neg
 i miss @pppamp,neg
 I miss all my babies back home. Someone cuddle me via esp!,neg
 I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME ,neg
- i miss mikey ,neg
 i miss my edward.,neg
 I miss my iPhone,neg
 I miss my iPhone  I wish it was friday so much!!,neg
 My cornflowers have all drooped! I hope they survive!,neg
- My Cuzdem Juss Joined ,pos
 my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out,neg
 my ear just started bleeding,neg
" my earring is infected and hurts so, so bad.",neg
 My entire family forgot my birthday this year!,neg
 My family is traveling to Machala city... I'm alone at home ,neg
 My foot's asleep! It won't wake up! Rawr.,neg
 My girlies are going to be here in approx. 3 - 3 pos/2 hours.  Road Trip!!!!,pos
 my grandmother decided to pick me up with my mom. My car reeks.,neg
 my head hurts...!,neg
 My head really hurts!!!!!,neg
- my heart hurts. ,neg
 my heart is breaking for my little monkey!,neg
 my hoodie came today! thank you @ChristopherDXS,pos
 my house needs to be cleaned and I don't even know where to begin!!,neg
 my jb cd didnt come today. :'(,neg
 my last post didn't work iphone would make me feel better about my exam #squarespace,neg
 my left side senses are not working water in my ears ! (,neg
 My little baby deer following me around in Dalaran says &quot;Unknown's Pet&quot; ... and then WoW crashed. I guess I should get up anyway...,neg
 My little man is looking less like a baby and more like a toddler every day  *tear*,neg
 MY MAN IS HOME ,pos
"- my mario and yoshi tshirt is all dog hair covered, and i don't have a dog anymore... ",neg
 my mate now has sims 3 talk about trying to kill me ,neg
" my mom just offered me a klondike bar, and i'm not hungry, but i took it because it was a sign of friendship....not war...i'm sad now ",neg
 My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,pos
" My moodswings, nobody's online, meh.",neg
 my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her.,neg
 my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB,neg
" my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'(",neg
 my mumS DRUNK  already,neg
 My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;,pos
 My Palm wouldn't connect to the laptop. ERRRRRRRR,neg
 My perfect work of art on my hand has smudged!  Poooeypoopoo..,neg
 my phone isn't working so I haven't been able to update my twitter all day   ,neg
" My pic isn't right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen",neg
 my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus,pos
" my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!",neg
" My Scrivner update erased my old project files... and of course, I hadn't backed them up in awhile. Farewell writing! :/",neg
 my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:,neg
 my shoulder hurts...,neg
 I love morning calls from my baby! Amazing way to start off my day&lt;3,pos
 i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.,pos
 I LoVe SoUtH aMeRiCa (=,pos
 i love talking to people that i love,pos
" i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/",neg
 I love weddings! http://twitpic.com/6siposo,pos
 I love you,neg
 I love you so much,neg
 i love you!,pos
" i loved today, ohhh i missed the old group&lt;3 glad we're back!",pos
 I 'm really disappointed my brother isn't coming 2day..2morrow he will come.......I hate myself when I misunderstand things,neg
 i made practically every biblical question in RE up,pos
 i might not walk and go to the dance. if you dont have all your books turn in you cant :'(,neg
 I might quit,neg
 i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/,neg
 i miss having that SOS lol oh well....someone else'll come along loll,neg
" i miss having tweets on my cell, i'm so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it",neg
 I miss him already. I won't sleep tonight I know it,neg
 i miss him so much.,neg
 I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.,neg
" I miss mi Hermana, Nelly. &lt;3 you sis!",neg
 i miss my friend!,pos
 I miss my Megan already and I may or may not have already cried.,neg
 I miss my shawnie &amp; my baby.,neg
 i miss my sister i hope this week goes by fast!,neg
 i miss NM! awww. good times!,pos
 I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now   ,neg
 i miss you to virnisha!,neg
 i miss you!,neg
 I missed my posnegnegth update and didn't put anything special.. ready for bed? what kind sh-- is that!? maybe the 2negnegth'll b better. ;p,neg
" i missed the listening party ,anyone record a video? skool! math final!ugh",neg
 i misss youuu.,neg
 i need a good moan and hug,neg
 I need a trophy shelf. We have too many for the top of the dvd shelf.,neg
 I need another week of spring break you have no idea how much I dread going to school tomorrow,neg
 I need desprate help! Tireddd and now gotta do blooming ICT!!,neg
 I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately.,neg
 i need some different medicine and some food plz. thnx.,neg
 I need some more time from work!,neg
 i need to cheer up! Argh. i hate it when i'm like this.,neg
 I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.,neg
 i need waffles!!!!!!,neg
- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...,pos
 I miss my laptop,neg
 I miss my phone.,neg
 I miss my sisters alot and want them to come home soon. I don't like being alone,neg
" i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times",neg
 i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. i'll still see 6 though!,neg
 i miss trixiee and monica ((,neg
 I miss you,neg
 I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.,neg
 i missed the game,neg
" I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year",neg
